cnpj,input_company,setor,subsetor,segmento,cnae_primario,cnae_descricao,cnae_secundarios,source,confidence,cnae_secundarios_norm,cnae_secundarios_descricao,cnae_secundarios_pairs,cnae7,setor_progest,subsetor_progest,segmento_progest
59717553000102,MULTILASER INDUSTRIAL S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 26,Classe 2622,2622100,Fabricação de periféricos para equipamentos de informática,"1359600,1529700,1742701,1742702,1742799,2229301,2229302,2621300,2759799,2833000,3091101,3092000,3102100,3230200,3240001,3240002,3240099,3250701,4221904,4530701,4530703,4541201,4541203,4618402,4623109,4642701,4642702,4645101,4646002,4647801,4649401,4649499,4651601,4693100,4751201,4751202,4752100,4753900,4762800,4763602,4763603,4772500,4789099,5250802,5250804,5823900,6202300,6209100,6462000,7120100,7319002,7490104,7721700,7729299,7739099,8599604,9511800,9521500",RFB_estab,0.9,1359600 | 1529700 | 1742701 | 1742702 | 1742799 | 2229301 | 2229302 | 2621300 | 2759799 | 2833000 | 3091101 | 3092000 | 3102100 | 3230200 | 3240001 | 3240002 | 3240099 | 3250701 | 4221904 | 4530701 | 4530703 | 4541201 | 4541203 | 4618402 | 4623109 | 4642701 | 4642702 | 4645101 | 4646002 | 4647801 | 4649401 | 4649499 | 4651601 | 4693100 | 4751201 | 4751202 | 4752100 | 4753900 | 4762800 | 4763602 | 4763603 | 4772500 | 4789099 | 5250802 | 5250804 | 5823900 | 6202300 | 6209100 | 6462000 | 7120100 | 7319002 | 7490104 | 7721700 | 7729299 | 7739099 | 8599604 | 9511800 | 9521500,"Fabricação de outros produtos têxteis não especificados anteriormente | Fabricação de artefatos de couro não especificados anteriormente | Fabricação de fraldas descartáveis | Fabricação de absorventes higiênicos | Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente | Fabricação de artefatos de material plástico para uso pessoal e doméstico | Fabricação de artefatos de material plástico para usos industriais | Fabricação de equipamentos de informática | Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios | Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação | Fabricação de motocicletas | Fabricação de bicicletas e triciclos não motorizados, peças e acessórios | Fabricação de móveis com predominância de metal | Fabricação de artefatos para pesca e esporte | Fabricação de jogos eletrônicos | Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação | Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente | Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório | Construção de estações e redes de telecomunicações | Comércio por atacado de peças e acessórios novos para veículos automotores | Comércio a varejo de peças e acessórios novos para veículos automotores | Comércio por atacado de motocicletas e motonetas | Comércio a varejo de motocicletas e motonetas novas | Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares | Comércio atacadista de alimentos para animais | Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho | Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios | Comércio atacadista de produtos de higiene pessoal | Comércio atacadista de artigos de escritório e de papelaria | Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico | Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente | Comércio atacadista de equipamentos de informática | Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | Comércio varejista especializado de equipamentos e suprimentos de informática | Recarga de cartuchos para equipamentos de informática | Comércio varejista especializado de equipamentos de telefonia e comunicação | Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo | Comércio varejista de discos, CDs, DVDs e fitas | Comércio varejista de artigos esportivos | Comércio varejista de bicicletas e triciclos; peças e acessórios | Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal | Comércio varejista de outros produtos não especificados anteriormente | Atividades de despachantes aduaneiros | Organização logística do transporte de carga | Edição integrada à impressão de revistas | Desenvolvimento e licenciamento de programas de computador customizáveis | Suporte técnico, manutenção e outros serviços em tecnologia da informação | Holdings de instituições não financeiras | Testes e análises técnicas | Promoção de vendas | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | Aluguel de equipamentos recreativos e esportivos | Aluguel de outros objetos pessoais e domésticos não especificados anteriormente | Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador | Treinamento em desenvolvimento profissional e gerencial | Reparação e manutenção de computadores e de equipamentos periféricos | Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico","1359600 — Fabricação de outros produtos têxteis não especificados anteriormente | 1529700 — Fabricação de artefatos de couro não especificados anteriormente | 1742701 — Fabricação de fraldas descartáveis | 1742702 — Fabricação de absorventes higiênicos | 1742799 — Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente | 2229301 — Fabricação de artefatos de material plástico para uso pessoal e doméstico | 2229302 — Fabricação de artefatos de material plástico para usos industriais | 2621300 — Fabricação de equipamentos de informática | 2759799 — Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios | 2833000 — Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação | 3091101 — Fabricação de motocicletas | 3092000 — Fabricação de bicicletas e triciclos não motorizados, peças e acessórios | 3102100 — Fabricação de móveis com predominância de metal | 3230200 — Fabricação de artefatos para pesca e esporte | 3240001 — Fabricação de jogos eletrônicos | 3240002 — Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação | 3240099 — Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente | 3250701 — Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório | 4221904 — Construção de estações e redes de telecomunicações | 4530701 — Comércio por atacado de peças e acessórios novos para veículos automotores | 4530703 — Comércio a varejo de peças e acessórios novos para veículos automotores | 4541201 — Comércio por atacado de motocicletas e motonetas | 4541203 — Comércio a varejo de motocicletas e motonetas novas | 4618402 — Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares | 4623109 — Comércio atacadista de alimentos para animais | 4642701 — Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | 4642702 — Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho | 4645101 — Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios | 4646002 — Comércio atacadista de produtos de higiene pessoal | 4647801 — Comércio atacadista de artigos de escritório e de papelaria | 4649401 — Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico | 4649499 — Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente | 4651601 — Comércio atacadista de equipamentos de informática | 4693100 — Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | 4751201 — Comércio varejista especializado de equipamentos e suprimentos de informática | 4751202 — Recarga de cartuchos para equipamentos de informática | 4752100 — Comércio varejista especializado de equipamentos de telefonia e comunicação | 4753900 — Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo | 4762800 — Comércio varejista de discos, CDs, DVDs e fitas | 4763602 — Comércio varejista de artigos esportivos | 4763603 — Comércio varejista de bicicletas e triciclos; peças e acessórios | 4772500 — Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal | 4789099 — Comércio varejista de outros produtos não especificados anteriormente | 5250802 — Atividades de despachantes aduaneiros | 5250804 — Organização logística do transporte de carga | 5823900 — Edição integrada à impressão de revistas | 6202300 — Desenvolvimento e licenciamento de programas de computador customizáveis | 6209100 — Suporte técnico, manutenção e outros serviços em tecnologia da informação | 6462000 — Holdings de instituições não financeiras | 7120100 — Testes e análises técnicas | 7319002 — Promoção de vendas | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | 7721700 — Aluguel de equipamentos recreativos e esportivos | 7729299 — Aluguel de outros objetos pessoais e domésticos não especificados anteriormente | 7739099 — Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador | 8599604 — Treinamento em desenvolvimento profissional e gerencial | 9511800 — Reparação e manutenção de computadores e de equipamentos periféricos | 9521500 — Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico",2622100,Manufatura,Bens Industriais,Atividade Principal
59981829000165,RODOBENS SA,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,7020400,RFB_estab,0.9,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica","7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
60394723000144,DIXIE TOGA SA,N — ADM. E SERVIÇOS COMPLEMENTARES,Divisão 82,Classe 8211,8211300,Serviços combinados de escritório e apoio administrativo,"1731100,1821100,2222600,2229301,2591800,2829199,2862300,3292202,4649401,4684201,4686902",RFB_estab,0.9,1731100 | 1821100 | 2222600 | 2229301 | 2591800 | 2829199 | 2862300 | 3292202 | 4649401 | 4684201 | 4686902,"Fabricação de embalagens de papel | Serviços de pré-impressão | Fabricação de embalagens de material plástico | Fabricação de artefatos de material plástico para uso pessoal e doméstico | Fabricação de embalagens metálicas | Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios | Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios | Fabricação de equipamentos e acessórios para segurança pessoal e profissional | Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico | Comércio atacadista de resinas e elastômeros | Comércio atacadista de embalagens","1731100 — Fabricação de embalagens de papel | 1821100 — Serviços de pré-impressão | 2222600 — Fabricação de embalagens de material plástico | 2229301 — Fabricação de artefatos de material plástico para uso pessoal e doméstico | 2591800 — Fabricação de embalagens metálicas | 2829199 — Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios | 2862300 — Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios | 3292202 — Fabricação de equipamentos e acessórios para segurança pessoal e profissional | 4649401 — Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico | 4684201 — Comércio atacadista de resinas e elastômeros | 4686902 — Comércio atacadista de embalagens",8211300,Serviços Administrativos,Serviços Administrativos,Atividade Principal
60398369000479,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,B — INDÚSTRIAS EXTRATIVAS,Divisão 07,Classe 0722,0722701,Extração de minério de estanho,0990402,RFB_estab,0.9,0990402,Atividades de apoio à extração de minerais metálicos não ferrosos,0990402 — Atividades de apoio à extração de minerais metálicos não ferrosos,0722701,Mineração,Mineração,Atividade Principal
60476884000187,MAHLE-METAL LEVE S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 29,Classe 2941,2941700,Fabricação de peças e acessórios para o sistema motor de veículos automotores,"2943300,3292202,6204000,7112000,7120100,7210000,8211300",RFB_estab,0.9,2943300 | 3292202 | 6204000 | 7112000 | 7120100 | 7210000 | 8211300,Fabricação de peças e acessórios para o sistema de freios de veículos automotores | Fabricação de equipamentos e acessórios para segurança pessoal e profissional | Consultoria em tecnologia da informação | Serviços de engenharia | Testes e análises técnicas | Pesquisa e desenvolvimento experimental em ciências físicas e naturais | Serviços combinados de escritório e apoio administrativo,2943300 — Fabricação de peças e acessórios para o sistema de freios de veículos automotores | 3292202 — Fabricação de equipamentos e acessórios para segurança pessoal e profissional | 6204000 — Consultoria em tecnologia da informação | 7112000 — Serviços de engenharia | 7120100 — Testes e análises técnicas | 7210000 — Pesquisa e desenvolvimento experimental em ciências físicas e naturais | 8211300 — Serviços combinados de escritório e apoio administrativo,2941700,Manufatura,Bens Industriais,Atividade Principal
60500139000126,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,J — INFORMAÇÃO E COMUNICAÇÃO,Divisão 58,Classe 5811,5811500,Edição de livros,4647802,RFB_estab,0.9,4647802,"Comércio atacadista de livros, jornais e outras publicações","4647802 — Comércio atacadista de livros, jornais e outras publicações",5811500,"Tecnologia, Mídia & Telecom",Tecnologia & Mídia,Outros Tec/Mídia
60537263000166,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.","H — TRANSPORTE, ARMAZENAGEM E CORREIO",Divisão 52,Classe 5223,5223100,Estacionamento de veículos,"4520005,6462000,6463800,6810202,6821802,7319099,7490104,7740300,7820500,8299799,9609299",RFB_estab,0.9,4520005 | 6462000 | 6463800 | 6810202 | 6821802 | 7319099 | 7490104 | 7740300 | 7820500 | 8299799 | 9609299,"Serviços de lavagem, lubrificação e polimento de veículos automotores | Holdings de instituições não financeiras | Outras sociedades de participação, exceto holdings | Aluguel de imóveis próprios | Corretagem no aluguel de imóveis | Outras atividades de publicidade não especificadas anteriormente | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | Gestão de ativos intangíveis não financeiros | Locação de mão de obra temporária | Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente | Outras atividades de serviços pessoais não especificadas anteriormente","4520005 — Serviços de lavagem, lubrificação e polimento de veículos automotores | 6462000 — Holdings de instituições não financeiras | 6463800 — Outras sociedades de participação, exceto holdings | 6810202 — Aluguel de imóveis próprios | 6821802 — Corretagem no aluguel de imóveis | 7319099 — Outras atividades de publicidade não especificadas anteriormente | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | 7740300 — Gestão de ativos intangíveis não financeiros | 7820500 — Locação de mão de obra temporária | 8299799 — Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente | 9609299 — Outras atividades de serviços pessoais não especificadas anteriormente",5223100,Logística & Transporte,Logística,Atividade Principal
60543816000193,IGUATEMI S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
60637238000154,BLUE TECH SOLUTIONS EQI S.A.,G — COMÉRCIO; REPARAÇÃO DE VEÍCULOS,Divisão 46,Classe 4639,4639701,Comércio atacadista de produtos alimentícios em geral,4637199,RFB_estab,0.9,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,4637199 — Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,4639701,Comércio,Comércio,Atividade Principal
60643228000121,FIBRIA CELULOSE S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 17,Classe 1710,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,"0210107,0210101,0230600,3511501,3514000,6810201,6810203,6462000,7020400,8299799,4671100,0161001,5011401,5030102,5240101",RFB_estab,0.9,0210107 | 0210101 | 0230600 | 3511501 | 3514000 | 6810201 | 6810203 | 6462000 | 7020400 | 8299799 | 4671100 | 0161001 | 5011401 | 5030102 | 5240101,"Extração de madeira em florestas plantadas | Cultivo de eucalipto | Atividades de apoio à produção florestal | Geração de energia elétrica | Distribuição de energia elétrica | Compra e venda de imóveis próprios | Loteamento de imóveis próprios | Holdings de instituições não financeiras | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente | Comércio atacadista de madeira e produtos derivados | Serviço de pulverização e controle de pragas agrícolas | Transporte marítimo de cabotagem - Carga | Navegação de apoio portuário | Operação dos aeroportos e campos de aterrissagem","0210107 — Extração de madeira em florestas plantadas | 0210101 — Cultivo de eucalipto | 0230600 — Atividades de apoio à produção florestal | 3511501 — Geração de energia elétrica | 3514000 — Distribuição de energia elétrica | 6810201 — Compra e venda de imóveis próprios | 6810203 — Loteamento de imóveis próprios | 6462000 — Holdings de instituições não financeiras | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 8299799 — Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente | 4671100 — Comércio atacadista de madeira e produtos derivados | 0161001 — Serviço de pulverização e controle de pragas agrícolas | 5011401 — Transporte marítimo de cabotagem - Carga | 5030102 — Navegação de apoio portuário | 5240101 — Operação dos aeroportos e campos de aterrissagem",1710900,Manufatura,Bens Industriais,Atividade Principal
60651809000105,SUZANO HOLDING S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 21,Classe 2121,2121101,Fabricação de medicamentos alopáticos para uso humano,"1066000,1099607,1099699,2051700,2052500,2063100,2099199,2110600,2122000,2123800,3250705,4635499,4637199,4644301,4644302,4645101,4646001,4646002,4649408,4683400,4693100,5211799,6463800,7120100,7210000,8211300,8292000,8630503",RFB_estab,0.9,1066000 | 1099607 | 1099699 | 2051700 | 2052500 | 2063100 | 2099199 | 2110600 | 2122000 | 2123800 | 3250705 | 4635499 | 4637199 | 4644301 | 4644302 | 4645101 | 4646001 | 4646002 | 4649408 | 4683400 | 4693100 | 5211799 | 6463800 | 7120100 | 7210000 | 8211300 | 8292000 | 8630503,"Fabricação de alimentos para animais | Fabricação de alimentos dietéticos e complementos alimentares | Fabricação de outros produtos alimentícios não especificados anteriormente | Fabricação de defensivos agrícolas | Fabricação de desinfestantes domissanitários | Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal | Fabricação de outros produtos químicos não especificados anteriormente | Fabricação de produtos farmoquímicos | Fabricação de medicamentos para uso veterinário | Fabricação de preparações farmacêuticas | Fabricação de materiais para medicina e odontologia | Comércio atacadista de bebidas não especificadas anteriormente | Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente | Comércio atacadista de medicamentos e drogas de uso humano | Comércio atacadista de medicamentos e drogas de uso veterinário | Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios | Comércio atacadista de cosméticos e produtos de perfumaria | Comércio atacadista de produtos de higiene pessoal | Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar | Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo | Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | Outras sociedades de participação, exceto holdings | Testes e análises técnicas | Pesquisa e desenvolvimento experimental em ciências físicas e naturais | Serviços combinados de escritório e apoio administrativo | Envasamento e empacotamento sob contrato | Atividade médica ambulatorial restrita a consultas","1066000 — Fabricação de alimentos para animais | 1099607 — Fabricação de alimentos dietéticos e complementos alimentares | 1099699 — Fabricação de outros produtos alimentícios não especificados anteriormente | 2051700 — Fabricação de defensivos agrícolas | 2052500 — Fabricação de desinfestantes domissanitários | 2063100 — Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal | 2099199 — Fabricação de outros produtos químicos não especificados anteriormente | 2110600 — Fabricação de produtos farmoquímicos | 2122000 — Fabricação de medicamentos para uso veterinário | 2123800 — Fabricação de preparações farmacêuticas | 3250705 — Fabricação de materiais para medicina e odontologia | 4635499 — Comércio atacadista de bebidas não especificadas anteriormente | 4637199 — Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente | 4644301 — Comércio atacadista de medicamentos e drogas de uso humano | 4644302 — Comércio atacadista de medicamentos e drogas de uso veterinário | 4645101 — Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios | 4646001 — Comércio atacadista de cosméticos e produtos de perfumaria | 4646002 — Comércio atacadista de produtos de higiene pessoal | 4649408 — Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar | 4683400 — Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo | 4693100 — Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | 5211799 — Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | 6463800 — Outras sociedades de participação, exceto holdings | 7120100 — Testes e análises técnicas | 7210000 — Pesquisa e desenvolvimento experimental em ciências físicas e naturais | 8211300 — Serviços combinados de escritório e apoio administrativo | 8292000 — Envasamento e empacotamento sob contrato | 8630503 — Atividade médica ambulatorial restrita a consultas",2121101,Manufatura,Bens Industriais,Atividade Principal
60730348000166,CIA MELHORAMENTOS DE SAO PAULO,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
60746948000112,BCO BRADESCO S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6422,6422100,"Bancos múltiplos, com carteira comercial",8211300,RFB_estab,0.6,8211300,Serviços combinados de escritório e apoio administrativo,8211300 — Serviços combinados de escritório e apoio administrativo,6422100,Serviços Financeiros,Bancos,Bancos Comerciais
60770336000165,BCO ALFA DE INVESTIMENTO S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6432,6432800,Bancos de investimento,,RFB_estab,0.9,,,,6432800,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
60840055000131,FLEURY S.A.,Q — SAÚDE HUMANA E SERVIÇOS SOCIAIS,Divisão 86,Classe 8640,8640202,Laboratórios clínicos,"6462000,7020400,7210000,7740300,8230001,8599604,8610101,8630502,8630506,8640201,8640299,8650001,8650002,8650003,8650004,8650005,8650099,8660700",RFB_estab,0.9,6462000 | 7020400 | 7210000 | 7740300 | 8230001 | 8599604 | 8610101 | 8630502 | 8630506 | 8640201 | 8640299 | 8650001 | 8650002 | 8650003 | 8650004 | 8650005 | 8650099 | 8660700,"Holdings de instituições não financeiras | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Pesquisa e desenvolvimento experimental em ciências físicas e naturais | Gestão de ativos intangíveis não financeiros | Serviços de organização de feiras, congressos, exposições e festas | Treinamento em desenvolvimento profissional e gerencial | Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências | Atividade médica ambulatorial com recursos para realização de exames complementares | Serviços de vacinação e imunização humana | Laboratórios de anatomia patológica e citológica | Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente | Atividades de enfermagem | Atividades de profissionais da nutrição | Atividades de psicologia e psicanálise | Atividades de fisioterapia | Atividades de terapia ocupacional | Atividades de profissionais da área de saúde não especificadas anteriormente | Atividades de apoio à gestão de saúde","6462000 — Holdings de instituições não financeiras | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 7210000 — Pesquisa e desenvolvimento experimental em ciências físicas e naturais | 7740300 — Gestão de ativos intangíveis não financeiros | 8230001 — Serviços de organização de feiras, congressos, exposições e festas | 8599604 — Treinamento em desenvolvimento profissional e gerencial | 8610101 — Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências | 8630502 — Atividade médica ambulatorial com recursos para realização de exames complementares | 8630506 — Serviços de vacinação e imunização humana | 8640201 — Laboratórios de anatomia patológica e citológica | 8640299 — Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente | 8650001 — Atividades de enfermagem | 8650002 — Atividades de profissionais da nutrição | 8650003 — Atividades de psicologia e psicanálise | 8650004 — Atividades de fisioterapia | 8650005 — Atividades de terapia ocupacional | 8650099 — Atividades de profissionais da área de saúde não especificadas anteriormente | 8660700 — Atividades de apoio à gestão de saúde",8640202,Saúde,Saúde,Atividade Principal
60851615000153,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 28,Classe 2822,2822402,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios","2822401,3321000",RFB_estab,0.9,2822401 | 3321000,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios | Instalação de máquinas e equipamentos industriais","2822401 — Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios | 3321000 — Instalação de máquinas e equipamentos industriais",2822402,Manufatura,Bens Industriais,Atividade Principal
60872504000123,ITAU UNIBANCO HOLDING S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6431,6431000,"Bancos múltiplos, sem carteira comercial",,RFB_estab,0.9,,,,6431000,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
60882628000190,CONFAB INDUSTRIAL SA,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 24,Classe 2431,2431800,Produção de tubos de aço com costura,"2539001,3513100,4685100,5212500,7210000,8211300",RFB_estab,0.9,2539001 | 3513100 | 4685100 | 5212500 | 7210000 | 8211300,"Serviços de usinagem, torneiria e solda | Comércio atacadista de energia elétrica | Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção | Carga e descarga | Pesquisa e desenvolvimento experimental em ciências físicas e naturais | Serviços combinados de escritório e apoio administrativo","2539001 — Serviços de usinagem, torneiria e solda | 3513100 — Comércio atacadista de energia elétrica | 4685100 — Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção | 5212500 — Carga e descarga | 7210000 — Pesquisa e desenvolvimento experimental em ciências físicas e naturais | 8211300 — Serviços combinados de escritório e apoio administrativo",2431800,Manufatura,Bens Industriais,Atividade Principal
60889128000180,BANCO SOFISA SA,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6422,6422100,"Bancos múltiplos, com carteira comercial",6612605,RFB_estab,0.6,6612605,Agentes de investimentos em aplicações financeiras,6612605 — Agentes de investimentos em aplicações financeiras,6422100,Serviços Financeiros,Bancos,Bancos Comerciais
60894730000105,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 24,Classe 2422,2422901,"Produção de laminados planos de aço ao carbono, revestidos ou não",8211300,RFB_estab,0.9,8211300,Serviços combinados de escritório e apoio administrativo,8211300 — Serviços combinados de escritório e apoio administrativo,2422901,Manufatura,Bens Industriais,Atividade Principal
60933603000178,CESP - CIA ENERGETICA DE SAO PAULO,D — ELETRICIDADE E GÁS,Divisão 35,Classe 3511,3511501,Geração de energia elétrica,"3313999,6462000",RFB_estab,0.9,3313999 | 6462000,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente | Holdings de instituições não financeiras","3313999 — Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente | 6462000 — Holdings de instituições não financeiras",3511501,Energia & Gás,Energia Elétrica,Geração
61022042000118,CONSTRUTORA ADOLPHO LINDENBERG S.A.,F — CONSTRUÇÃO,Divisão 41,Classe 4120,4120400,Construção de edifícios,"4110700,4399101,4299501,6810202,6810203",RFB_estab,0.9,4110700 | 4399101 | 4299501 | 6810202 | 6810203,Incorporação de empreendimentos imobiliários | Administração de obras | Construção de instalações esportivas e recreativas | Aluguel de imóveis próprios | Loteamento de imóveis próprios,4110700 — Incorporação de empreendimentos imobiliários | 4399101 — Administração de obras | 4299501 — Construção de instalações esportivas e recreativas | 6810202 — Aluguel de imóveis próprios | 6810203 — Loteamento de imóveis próprios,4120400,Construção & Engenharia,Construção & Engenharia,Atividade Principal
